Property Type,Building Size,Address,Property Price,Property Description,Ant Tabs Content,City,Crime_Rate_Percentage,Currency,Bedrooms,Bathrooms,Published On Formatted,Published Date,Last Updated On Formatted,Last Updated Date
House,2992.37,"916 Rexton Drive, Oshawa, Ontario L1L0V1",2869.0,"Welcome To The Wonderfully Beautiful Tanglewood Community. Massive 5 Bedroom Detached Home For Rent. Upgraded Hardwood Floors and Tiles, Large Open Concept Design, Built in Wall Oven, Chef's Kitchen, Oversized Island, 9 Feet Ceiling On Main And Second, Brand New Stainless Steel Appliances, Tall Windows, 2nd Floor Laundry. Minutes To Hwy 401 & 407, Restaurants, Costco, Universities","Basic Info
Property Type
House
Building Size
2,992.37 sq ft
Rooms
5 bedroom(s), 4 bathroom(s)
Address
916 Rexton Drive, Oshawa, Ontario L1L0V1",oshawa,78.18,USD,5,4,17/04/2025,2025-04-17,07/05/2025,2025-05-07
House,592.02,"701 - 50 Town Centre Court, Toronto, Ontario M1P4Y7",1625.0,"Beautifully upgraded 1-bedroom plus den that is freshly painted and brand-new laminate flooring throughout. Enjoy an exceptional location with an unobstructed view of downtown Toronto from your unit. Conveniently situated just steps away from Scarborough Town Centre, Highway 401, TTC, GO Transit, and a variety of restaurants, this unit offers both style and accessibility.","Basic Info
Outdoor Feature
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
701 - 50 Town Centre Court, Toronto, Ontario M1P4Y7",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,893.4,"1506 - 430 Square one Drive, Mississauga, Ontario L5B0L6",2152.0,"Luxury Living in the Heart of Mississauga 2 Bed 2 Wash in Avia! 925 Sq ft + 132 Balcony! Step into a world of sophistication with this brand-new, never-lived-in 2-bedroom + spacious den unit at the prestigious Avia residences in the heart of Mississauga!Huge Food basics super market located on ground floor!!Located in Parkside Village, this community is designed for convenience and enjoyment. It offers the perfect balance of a lively neighborhood with pedestrian-friendly areas, all well-connected to the city via a nearby transit hub. You'll be close to great amenities like the Living Arts Centre, Square One Shopping Centre, Sheridan College, Whole Foods Market, Crate & Barrel, Celebration Square, Central Library, and the YMCA.Commuters will appreciate the proximity to highways 401, 403, and the QEW, making it perfect for urban living.This unit also includes underground parking and a private storage Mississauga Bus Terminal mins away, Sheridan college, Mohawk college. This location cant be beat with Bars, Big Brand Restaurants, celebration square. Enjoy in suite laundry, private balcony. 24 Hr concierge, Gym and many more.","Basic Info
Property Type
House
Building Size
893.40 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
1506 - 430 Square one Drive, Mississauga, Ontario L5B0L6",mississauga,93.29,USD,2,2,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,1991.32,"145 Tennant Circle, Vaughan, Ontario L4H5L4",2869.0,"Brand new 4 bedroom semi-detached townhouse in beautiful Vaughan, steps away from department stores, restaurants, shops and Canada's Wonderland. This bright & clean (never lived-in) townhouse features a large modern kitchen with stainless steel appliances, laundry room with washer/dryer and wash basin and a massive great room/living/dining area with private balcony. Large primary bedroom with walk-in closet, private 4 piece ensuite bath. 2nd bedroom features private balcony and 4pc bathroom. 3rd bedroom with bright windows and large closet. Main floor 4th bedroom with ensuite bathroom is perfect for an at-home office or in-law suite. Deep garage and long driveway offers ample parking. Unfinished basement included. Central vacuum installed! Check out the interactive 3d virtual tour linked with the listing. Book yourappointment today as it's sure to rent out quickly!","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,991.32 sq ft
Rooms
4 bedroom(s), 4 bathroom(s)
Address
145 Tennant Circle, Vaughan, Ontario L4H5L4",vaughan,82.27,USD,4,4,17/04/2025,2025-04-17,23/04/2025,2025-04-23
House,1194.79,"212 - 2055 Appleby Line, Burlington, Ontario L7L7H1",2367.0,"Welcome To Orchard Uptown! This Rarely Offered 3 Bed, 2 Full Bath Will Become A Place You'll Be Happy To Call Home. The Open Concept Living/Dining Area Offers Plenty Of Room For Furnishing Options And Is Open To The Large Eat-In Kitchen Which Features Plenty Of Storage, And Breakfast Bar.","Basic Info
Property Type
House
Building Size
1,194.79 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
212 - 2055 Appleby Line, Burlington, Ontario L7L7H1",burlington,33.55,USD,3,2,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,1097.92,"Lower - 36 Bobmar Road, Toronto, Ontario M1C1C9",1470.0,"Bright Tidy 2 Bedroom 1 Bath First Floor Unit. on a quite friendly tree-lined street. Cheerful Raised Bungalow home In The Heart Of Coveted Highland Creek Neighbourhood & Cottage In The City, Modern Eat-In spacious Kitchen With modern Cabinets & Counter Top.And Laminate Floors Throughout. 1 Car parking Close Proximity To U Of T Centennial College, Toronto Pan Am Sports Centre , Amenities, Restaurants, Groceries And Ttc.","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
Lower - 36 Bobmar Road, Toronto, Ontario M1C1C9",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,20/04/2025,2025-04-20
House,592.02,"621 - 135 Village Green Square, Toronto, Ontario M1S0G4",1650.0,"This stunning, spacious 652 sq ft Tridel Solaris II condo offers a bright, open atmosphere with RARE 9' ceilings, a feature that truly sets it apart. The well-maintained, neutral decor makes it move-in ready with no updates needed. Enjoy the convenience of a large walk-in closet in the Bedroom, in-suite Laundry, and a Den that can easily serve as a Second Bedroom. The modern, open-concept Kitchen boasts stylish granite countertops, upgraded laminate flooring. Relax on the large balcony, which offers breathtaking sunset views. This luxury Tridel condo also provides 24-hour concierge service, low maintenance fees, and a variety of amenities including a Pool, Hot tub, Steam room, Gym, Outdoor Area, Meeting Rooms, Theatre Room and much More. With its beauty, space, and bright ambiance. This high-quality, luxury Tridel condo offers 24-hour concierge service, a wealth of amenities, and is ideally located near schools, parks, shopping, as well as quick access to Hwy 401, Don Valley Parkway, Hwy 404, and local public transit.","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
621 - 135 Village Green Square, Toronto, Ontario M1S0G4",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,24/04/2025,2025-04-24
House,1496.18,"22 POVEY Road, Centre Wellington, Ontario N1M0J5",1972.0,"ALMOST NEW TRIBUTE COMMUNITY STORYBOOK SEMI DETACHED WITH 4 BEDROOMS AND 3 WASHROOMS. ALL BRICK EXTERIOR. ONE OF THE LARGER SEMIS IN THE COMMUNITY. WALKING DISTANCE TO MOST AMENITIES AND HOSPITAL IN THE NEIGHBOURHOOD. DOUBLE DOOR ENTRY, ATTACHED GARAGE WITH INSIDE ENTRY, 9 FT CEILINGS, MODERN STAINLESS-STEEL APPLIANCES WITH STOVE TOP AND SEPARATE OVEN & MICROWAVE UNITS, LAUNDRY ROOM ON THE SECOND FLOOR, 200 AMP ELECTRICAL SERVICE, UNFINISHED BASEMENT WITH HUGE WINDOWS MAKING IT BRIGHT. 4 BEDROOMS WITH 4 PC ENSUITE TO THE PRIMARY BEDROOM WITH W/I CLOSET AND 3 PC COMMON WASHROOM, PLENTY OF LARGE WINDOWS AND STORAGE IN THE KITCHEN WITH SEPARATE BREAKFAST SPACE AND W/O TO BACKYARD. MODERN SMART HOME WITH UPGRADES AND HIGH-END APPLIANCES. FLEXIBLE CLOSE. NO DISAPPOINTMENTS. SHOWS EXCELLENT. AVAILABLE FROM JUNE 2ND.","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
22 POVEY Road, Centre Wellington, Ontario N1M0J5",centre wellington,60.39,USD,4,3,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,592.02,"408E - 500 Queens Quay W, Toronto, Ontario M5V3K8",1560.0,"Immaculately Clean 1 Bedroom Waterfront Condo! Bright & Well Maintained With Views Of The Cn Tower And The Lake! Extra Large Bedroom With Oversized Mirrored Closet. Open Concept, Hardwood Floors Throughout, Spacious Kitchen W/Plenty Of Storage, Granite Countertops With Glass Breakfast Bar and in Unit Laundry Suite. Directly Across From The Lake, Music Park, Trails And Mins To Every Amenity Incl Harbourfront, TTC, Shops, Patios, Marina, Rogers Center And So Much More! June 1st Occupancy.","Basic Info
Outdoor Feature
Property Type
House
Building Size
592.02 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
408E - 500 Queens Quay W, Toronto, Ontario M5V3K8",toronto,60.39,USD,1,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,893.4,"1702 - 3 Pemberton Avenue, Toronto, Ontario M2M4M1",2294.0,"Great Location! Transit Score 100! Walk Score 94! Bright & Spacious 2+1 Corner Condo Unit With 2 Full Bathrooms! Laminate & Ceramic Throughout! Den Can Be Used As An Office Or 3rd Bedroom! Direct Access To Finch Station! Close To Schools (Finch Ps, Cummer Valley Ms, Earl Haig Ss, Nelson Mandela Ps), Public Transit, Parks, Shops, Restaurants, Shoppers & More! This Is A No-Pet Building.","Basic Info
Outdoor Feature
Property Type
House
Building Size
893.40 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
1702 - 3 Pemberton Avenue, Toronto, Ontario M2M4M1",toronto,60.39,USD,3,2,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,1991.32,"67 DECAST Crescent, Markham, Ontario L6B1N6",2259.0,"Welcome to the Boxgrove Village Townhouse Built By Arista Homes! The Risebrough Model Biggest ModelIn The Area is Approx 2365 Sq Ft +/-! This End Unit Feels like a Semi on the Corner Lot! Freshly Painted withLaminate on the Second Floor & Updated Landscaping! This Home has 4 Bright & Spacious Bedrooms, Primary Bedroom has a W/I Closet & 5 Pc Ensuite. Large Kitchen Combined With Breakfast Area with a Centre Island and Backyard Access, 9 Ft Ceiling On Main Floor & 2nd Floor. Hardwood On Main Floor & Laminate on Second Floor! Direct Access From Garage. Convenient Laundry On Second Floor! Close to Smart Centre, Boxgrove Mall, Restaurants, Hospital, Groceries, Parks & More!","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,991.32 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
67 DECAST Crescent, Markham, Ontario L6B1N6",markham,76.06,USD,4,3,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,796.53,"321 - 3841 Lake Shore Boulevard W, Toronto, Ontario M8W1R2",1937.0,"True Boutique Living! Located Across The St From The Long Branch Go Station, Bus & Streetcar. This Rarely Avail Large (Almost 900 Sqft) 2Bd Top Floor Condo Features A Large Open Concept Living & Dining Area With A Walk-Out To Your Own Private Balcony With Unobstructed South Facing Views. This Bright Condo Has Loads Of Storage And Offers A Large Primary Bedroom And A Great Size 2nd Bd. The Kitchen Is Large With An Ensuite Storage Locker. The Building is Well Managed/Maintained And Very Quiet. Ideal For Families and Professionals. Rent Includes 1 Underground Parking Spot, Lots of Visitors Parking Water, Ensuite Storage Locker, Ensuite Laundry, Condominium Common Elements, Wall Mounted Duel A/C & Heat, Court Yard, Building Security Cameras. Hydro is separate.","Basic Info
Outdoor Feature
Property Type
House
Building Size
796.53 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
321 - 3841 Lake Shore Boulevard W, Toronto, Ontario M8W1R2",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,07/05/2025,2025-05-07
House,2992.37,"2171 Lakeshore Road, Burlington, Ontario L7R1A5",4088.0,"Welcome to this stunning 4-bedroom, 3-bathroom custom-built home located in one of Burlington's most desirable neighborhoods. Just a short walk to the lake, this home offers beautiful lake views and a bright, spacious layout designed for modern living. Step inside to a grand front foyer and living room with soaring two-story vaulted ceilings. The open-concept main floor features oak hardwood flooring and 9-foot ceilings throughout, creating an elegant and airy feel. The chef-inspired kitchen boasts high-end finishes, a breakfast area, and direct access to a large patio and a professionally landscaped backyard stretching 177 feet perfect for outdoor dining and entertaining. Enjoy your own private retreat in the basement, which includes a recreation area, exercise room, and a full bathroom. Please note: the basement apartment is not included and will be occupied by the landlord. This home offers the perfect mix of luxury, comfort, and location. Move in, relax, and enjoy everything downtown Burlington has to offer! Can Be Leased With All Furniture If Needed.","Basic Info
Property Type
House
Building Size
2,992.37 sq ft
Rooms
4 bedroom(s), 4 bathroom(s)
Address
2171 Lakeshore Road, Burlington, Ontario L7R1A5",burlington,33.55,USD,4,4,17/04/2025,2025-04-17,28/04/2025,2025-04-28
House,699.65,"3 - 125 Kendal Ave Avenue, Toronto, Ontario M5R1L8",2073.0,"Be the first to live in this bright, modern 2-bedroom, 2-bathroom unit in the heart of The Annex! Featuring high ceilings, pot lights, brand new appliances, ensuite laundry, private climate control with a high-efficiency heat pump, and internet included. Just a 5-minute walk to the subway and steps from Bloors top shops and restaurants. Street parking available, sub-metered utilities, non-smokers only.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
3 - 125 Kendal Ave Avenue, Toronto, Ontario M5R1L8",toronto,60.39,USD,2,2,17/04/2025,2025-04-17,18/04/2025,2025-04-18
Apartment,688.89,"385 Winston Road, Grimsby, Ontario L3M4E8",1650.0,"Welcome to waterfront living at its finest! This beautifully designed 1 bed plus den, 1 bath condo offersunobstructed views of Lake Ontario from your private, 130 sqft oversized balconyperfect for morning coffee orevening sunsets. Located in the sought-after building, The Odyssey, in the heart of Grimsbys vibrant waterfrontcommunity, this unit features an open-concept layout, modern finishes, and oversized windows that flood thespace with natural light. The versatile den is ideal for a home office, guest space, or reading nook. Enjoy a rangeof premium amenities including a fully equipped gym, party room, and exclusive use of 1 underground parkingspot. With easy access to the QEW, local shops, restaurants, parks, and the waterfront trail, everything youneed is right at your doorstep.This condo is a must-see!","Basic Info
Property Type
Apartment
Building Size
688.89 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
385 Winston Road, Grimsby, Ontario L3M4E8",grimsby,57.93,USD,1,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,592.02,"1208 - 7 Lorraine Drive, Toronto, Ontario M2N7H2",1793.0,"Luxurious 1 + Den Suite In The Heart Of North York! Bright And Spacious Layout With Large Windows And An Open Concept Living And Dining Area. Functional Floor Plan Featuring A Modern Kitchen With Quartz Countertops, Stainless Steel Appliances, And Ample Cabinet Space. The Den Offers A Sliding Door, Closet, And Large Window Perfect As A Second Bedroom Or Private Home Office. Beautiful Vinyl Flooring Throughout, Custom Roller Blinds, And Thoughtfully Designed Closets. Steps To Finch Subway Station, TTC, Go Bus, 24/7 Grocery Stores, Restaurants, Cafes, And More. Amenities Including An Indoor Pool, Sauna, Hot Tub, Exercise Room, Party Room, Guest Suites, Concierge, And Visitor Parking.","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
1208 - 7 Lorraine Drive, Toronto, Ontario M2N7H2",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,10/05/2025,2025-05-10
House,1991.32,"1058 Belcourt Street, Pickering, Ontario L1X0G2",2295.0,"Welcome to this stunning 4-bedroom, 2.5-bathroom home, designed for modern living and ultimate convenience. Featuring an open-concept layout with gleaming hardwood floors throughout, this home offers a perfect balance of style and functionality. The chef-inspired kitchen is the centerpiece, boasting granite countertops, stainless steel appliances, and ample prep space for everyday meals or entertaining. The spacious living and dining areas are filled with natural light, creating a warm and inviting ambiance. The second floor is home to four generously sized bedrooms, including a serene primary suite with a private ensuite. To add to your convenience, the second-floor laundry room saves time and effort. Located in a family-friendly neighborhood, this home offers easy access to Highway 401 and public transit ( 1 Min walk from bus Stop ), making commuting a breeze. Enjoy the nearby parks, schools, and amenities, enhancing the lifestyle you've always wanted. Bright, welcoming, and perfectly situated, this home is ready to make your dreams come true! Don't miss out!","Basic Info
Property Type
House
Building Size
1,991.32 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
1058 Belcourt Street, Pickering, Ontario L1X0G2",pickering,73.7,USD,4,3,17/04/2025,2025-04-17,18/04/2025,2025-04-18
